Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis
BHNV-00963,Gujarat,Rajkot,Renewable Energy,4.54,4.02,7,1,2023-09-24,2024-05-11,2025-12-30,2026-06-19,2027-04-07,2027-05-04,8.59,0.82,Mostly paid,81.8,0,Partial possession,217,24,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00964,West Bengal,Kolkata,Railway,16.5,14.58,24,8,2019-07-06,2020-09-18,2021-04-06,2022-11-10,2024-02-15,2025-12-31,34.85,2.5,Mostly paid,86.7,0,Partial possession,1648,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00965,Uttar Pradesh,Lucknow,National Highway,210.79,174.62,389,77,2025-05-14,2026-03-27,2027-03-12,2030-03-28,2030-06-02,2031-12-09,779.7,42.38,Partially paid,99.4,9,Partial possession,1566,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00966,Madhya Pradesh,Gwalior,Urban Development,39.3,20.77,62,12,2017-08-23,2017-11-08,2020-05-18,2019-01-26,2020-03-20,2020-05-30,40.34,2.09,Pending,89.9,1,Pending,55,22,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00967,Bihar,Bhagalpur,Renewable Energy,76.68,43.79,128,22,2022-10-20,2024-12-22,2023-08-27,2023-11-03,2024-12-17,2025-06-10,245.83,14.83,Pending,80.7,1,Pending,17,18,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00968,Maharashtra,Aurangabad,Renewable Energy,12.18,11.3,26,5,2019-05-30,2021-01-06,2020-03-24,2024-08-15,2025-03-28,2026-06-22,20.04,2.42,Mostly paid,86.3,1,Substantially complete,1466,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00969,Tamil Nadu,Madurai,Railway,6.21,5.3,17,2,2019-12-07,2021-01-09,2022-11-27,2021-09-16,2022-06-27,2024-08-27,13.76,0.89,Partially paid,100.0,0,Partial possession,889,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00970,Gujarat,Vadodara,Irrigation,8.84,5.04,13,1,2019-10-05,2020-06-21,2020-07-08,2023-10-28,2025-05-09,2026-01-08,7.14,1.38,Partially paid,100.0,0,Pending,1433,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00971,Tamil Nadu,Madurai,Railway,27.19,12.2,50,10,2025-09-23,2026-01-25,2029-12-17,2030-10-27,2031-08-19,2032-03-13,51.04,4.74,Pending,96.1,0,Pending,1508,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00972,Uttar Pradesh,Lucknow,National Highway,4.08,2.21,10,3,2018-12-18,2019-11-15,2021-10-13,2025-06-22,2026-08-08,2028-05-03,5.85,0.94,Pending,92.0,0,Pending,2693,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00973,Bihar,Gaya,Industrial Corridor,10.95,9.61,24,6,2016-05-31,2017-02-02,2020-10-02,2020-05-27,2021-01-12,2022-01-18,29.18,2.24,Partially paid,100.0,0,Partial possession,1292,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00974,Bihar,Muzaffarpur,Industrial Corridor,16.67,12.87,30,3,2018-07-22,2020-02-23,2018-12-12,2021-07-29,2022-10-18,2023-10-19,23.09,3.0,Partially paid,98.7,2,Partial possession,1226,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00975,Madhya Pradesh,Gwalior,Irrigation,8.0,5.55,13,4,2023-01-31,2024-03-22,2027-05-04,2026-11-08,2027-10-09,2028-07-07,31.14,1.49,Partially paid,100.0,0,Partial possession,1437,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00976,Odisha,Sambalpur,Renewable Energy,3.58,2.7,7,1,2022-03-22,2024-04-04,2022-12-14,2023-09-02,2025-01-21,2026-10-19,14.56,0.24,Partially paid,83.3,0,Partial possession,889,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00977,Madhya Pradesh,Gwalior,Irrigation,40.03,24.49,86,15,2019-09-03,2021-06-21,2020-09-23,2021-12-17,2022-05-08,2024-02-23,157.22,10.32,Partially paid,76.8,2,Pending,1080,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00978,Odisha,Sambalpur,Renewable Energy,31.37,27.5,62,15,2023-02-23,2023-06-23,2025-05-11,2028-11-12,2029-02-08,2030-11-19,139.05,6.65,Partially paid,84.9,2,Partial possession,1988,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00979,Odisha,Cuttack,Renewable Energy,65.3,51.57,111,19,2025-03-04,2025-05-30,2026-05-14,2030-12-17,2032-04-20,2034-01-22,273.23,7.12,Partially paid,100.0,2,Partial possession,2628,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00980,Gujarat,Rajkot,Industrial Corridor,9.87,8.13,19,2,2017-07-11,2018-10-17,2019-05-27,2023-10-28,2025-02-05,2027-03-03,18.11,0.68,Partially paid,86.2,0,Partial possession,3021,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00981,Madhya Pradesh,Jabalpur,Irrigation,64.07,49.06,127,19,2020-02-06,2021-08-10,2023-08-23,2025-10-04,2027-01-23,2027-11-26,125.8,8.3,Partially paid,91.7,1,Partial possession,2127,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00982,Maharashtra,Aurangabad,Railway,138.28,113.81,268,36,2021-02-12,2023-04-20,2021-11-21,2022-10-17,2024-01-12,2025-02-15,383.15,26.23,Partially paid,94.4,13,Partial possession,762,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00983,Rajasthan,Kota,Renewable Energy,38.95,33.2,70,17,2017-09-09,2020-01-15,2018-01-02,2022-06-15,2023-03-12,2025-04-09,86.64,5.62,Partially paid,74.9,0,Partial possession,1614,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00984,Rajasthan,Kota,Urban Development,16.28,11.05,35,3,2020-12-24,2023-02-22,2023-09-06,2025-07-26,2026-10-31,2027-07-06,71.45,1.68,Partially paid,100.0,1,Partial possession,1875,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00985,Madhya Pradesh,Gwalior,Urban Development,34.64,19.85,56,14,2016-01-24,2017-06-19,2018-08-17,2020-11-22,2021-03-18,2022-01-22,71.23,3.4,Partially paid,92.8,0,Pending,1432,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00986,Madhya Pradesh,Jabalpur,Railway,15.52,7.69,21,3,2020-03-22,2021-04-22,2020-10-17,2022-03-06,2023-09-30,2025-09-16,54.91,2.42,Pending,89.9,0,Pending,1207,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00987,Tamil Nadu,Chennai,Urban Development,13.14,11.46,21,6,2022-08-12,2024-12-17,2023-09-21,2024-06-22,2025-04-15,2026-10-18,38.48,2.11,Partially paid,100.0,1,Partial possession,360,36,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00988,Gujarat,Ahmedabad,National Highway,59.34,50.75,116,15,2021-07-12,2022-09-21,2024-06-25,2028-01-21,2028-08-26,2029-09-23,257.47,3.76,Mostly paid,91.8,3,Partial possession,2299,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00989,Madhya Pradesh,Indore,Renewable Energy,26.07,20.16,55,11,2018-09-25,2020-03-25,2019-01-08,2020-09-11,2020-12-20,2022-11-12,92.67,4.1,Partially paid,88.2,1,Partial possession,406,45,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00990,Tamil Nadu,Coimbatore,Railway,99.99,88.51,184,40,2022-07-10,2023-07-05,2025-02-06,2027-02-18,2028-01-22,2028-09-02,192.33,20.81,Mostly paid,95.1,4,Partial possession,1332,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00991,Odisha,Sambalpur,Irrigation,19.25,7.5,33,6,2019-12-27,2021-12-25,2023-10-23,2021-05-14,2021-11-08,2023-05-15,29.44,0.77,Pending,93.8,1,Pending,403,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00992,Bihar,Gaya,Renewable Energy,21.3,10.73,30,5,2016-01-03,2016-09-23,2017-04-07,2018-05-06,2018-07-16,2019-01-24,84.39,0.73,Pending,98.7,0,Pending,465,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00993,Bihar,Bhagalpur,Railway,17.0,12.97,30,4,2018-10-04,2019-12-18,2022-05-04,2024-09-19,2025-04-27,2026-11-18,70.9,2.75,Partially paid,89.9,1,Partial possession,2092,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00994,Odisha,Bhubaneswar,Industrial Corridor,9.77,4.8,14,1,2019-07-05,2020-02-02,2021-07-29,2020-07-19,2021-10-05,2021-12-30,37.86,1.09,Pending,100.0,0,Pending,276,40,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00995,West Bengal,Howrah,Irrigation,67.66,35.54,128,20,2016-09-19,2017-08-01,2020-01-25,2017-05-06,2017-10-15,2019-03-21,238.74,3.15,Pending,100.0,3,Pending,298,42,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00996,Tamil Nadu,Coimbatore,Industrial Corridor,266.59,156.46,457,81,2016-04-30,2016-09-29,2019-08-26,2018-12-20,2019-10-31,2020-06-23,530.62,54.66,Pending,94.3,11,Pending,949,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00997,Tamil Nadu,Madurai,Renewable Energy,20.45,13.56,39,5,2020-10-09,2021-04-14,2023-09-27,2021-06-05,2022-04-05,2022-12-03,54.6,3.04,Partially paid,85.3,1,Partial possession,0,12,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00998,Odisha,Sambalpur,Irrigation,15.17,14.22,20,1,2016-01-21,2017-01-07,2019-10-21,2019-01-16,2019-02-20,2019-10-25,63.53,1.38,Mostly paid,100.0,1,Substantially complete,618,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00999,Maharashtra,Nashik,Urban Development,14.22,8.12,29,5,2018-06-23,2018-08-04,2022-03-16,2024-04-18,2024-09-16,2025-06-25,18.47,1.88,Pending,100.0,1,Pending,1507,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01000,Karnataka,Mangaluru,Railway,15.18,12.08,27,5,2016-05-19,2018-09-22,2018-08-20,2019-07-05,2020-07-22,2021-04-16,39.94,2.43,Partially paid,72.7,0,Partial possession,601,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01001,Uttar Pradesh,Lucknow,Renewable Energy,155.99,135.13,283,52,2025-09-18,2027-05-06,2029-01-04,2029-03-07,2030-08-25,2032-07-14,329.98,18.63,Partially paid,92.7,8,Partial possession,1804,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01002,Odisha,Puri,National Highway,14.61,11.08,29,7,2020-12-20,2023-03-18,2021-07-22,2026-05-25,2027-12-17,2028-01-06,48.31,2.49,Partially paid,100.0,0,Partial possession,2035,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01003,Madhya Pradesh,Jabalpur,Irrigation,16.69,13.02,29,4,2019-08-05,2021-03-11,2020-08-14,2022-01-05,2023-03-31,2023-05-31,52.51,2.0,Partially paid,90.0,1,Partial possession,416,44,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01004,Madhya Pradesh,Ujjain,Irrigation,8.67,6.2,21,1,2016-07-24,2018-10-10,2017-01-19,2020-01-09,2020-02-22,2021-04-18,24.9,1.7,Partially paid,100.0,1,Partial possession,903,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01005,Gujarat,Surat,Renewable Energy,40.19,35.43,66,10,2016-02-12,2017-11-23,2016-11-16,2021-01-01,2022-04-08,2023-11-23,73.73,6.63,Partially paid,100.0,2,Partial possession,2212,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01006,Odisha,Cuttack,Renewable Energy,28.02,12.04,47,6,2023-12-07,2026-04-19,2027-11-08,2028-03-01,2028-10-26,2029-07-21,38.96,4.78,Pending,93.2,5,Pending,928,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01007,Gujarat,Surat,Industrial Corridor,9.61,8.35,15,2,2024-09-24,2026-09-01,2026-07-16,2028-07-07,2029-08-11,2030-11-17,35.58,1.57,Partially paid,100.0,0,Partial possession,1683,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01008,Odisha,Bhubaneswar,Urban Development,12.27,10.77,11,1,2018-10-25,2021-04-04,2020-06-24,2019-06-18,2020-09-03,2020-11-15,54.84,0.44,Partially paid,98.8,0,Partial possession,156,19,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01009,Tamil Nadu,Madurai,Industrial Corridor,138.79,124.3,242,35,2022-03-04,2023-12-11,2023-02-26,2024-03-11,2025-09-05,2026-10-17,197.87,6.32,Mostly paid,91.5,9,Partial possession,777,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01010,Uttar Pradesh,Prayagraj,Industrial Corridor,30.96,13.84,64,13,2023-05-06,2024-12-18,2024-05-31,2029-02-24,2029-04-07,2031-01-12,33.45,6.63,Pending,98.3,0,Pending,1779,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01011,Tamil Nadu,Madurai,Urban Development,33.17,24.17,46,4,2021-02-05,2021-09-26,2023-10-17,2022-04-29,2022-09-16,2024-08-28,118.06,1.11,Partially paid,100.0,2,Partial possession,355,40,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01012,Karnataka,Bengaluru Urban,National Highway,33.3,25.64,61,11,2016-12-10,2017-11-06,2018-01-04,2019-05-21,2020-10-15,2022-05-12,69.01,2.52,Partially paid,99.2,1,Partial possession,871,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01013,Bihar,Bhagalpur,Industrial Corridor,120.86,50.37,244,48,2019-03-11,2019-05-22,2020-12-11,2022-08-02,2023-02-19,2023-09-12,191.94,17.72,Pending,89.7,10,Pending,911,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01014,Rajasthan,Kota,Industrial Corridor,10.54,8.72,15,4,2022-08-16,2024-11-17,2024-12-26,2026-12-24,2028-01-14,2028-10-19,28.91,1.58,Partially paid,100.0,0,Partial possession,1077,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01015,Odisha,Sambalpur,Irrigation,20.16,10.56,38,8,2025-01-16,2026-10-04,2028-04-16,2031-07-16,2031-12-15,2033-11-12,66.49,4.17,Pending,100.0,0,Pending,2151,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01016,Karnataka,Mysuru,Urban Development,25.31,17.24,45,5,2024-11-09,2026-12-07,2026-10-03,2029-01-22,2030-01-08,2031-08-03,40.37,3.73,Partially paid,100.0,1,Partial possession,1874,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01017,Bihar,Bhagalpur,Railway,5.36,4.54,10,2,2023-02-07,2025-01-06,2027-04-15,2027-08-03,2028-03-18,2028-08-22,24.01,1.17,Mostly paid,91.0,0,Partial possession,1169,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01018,West Bengal,Hooghly,National Highway,11.99,10.73,20,4,2019-10-19,2022-03-28,2022-08-31,2021-09-17,2022-07-19,2023-04-05,24.15,1.86,Mostly paid,100.0,2,Partial possession,363,33,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01019,Uttar Pradesh,Agra,National Highway,85.34,69.5,163,29,2018-09-10,2020-02-27,2020-04-11,2021-06-16,2023-01-21,2023-09-08,167.72,11.86,Partially paid,88.0,4,Partial possession,1159,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01020,Gujarat,Ahmedabad,Urban Development,64.09,38.29,117,20,2016-11-30,2018-09-29,2020-11-17,2022-03-19,2023-04-08,2024-07-02,151.58,3.91,Partially paid,94.3,2,Pending,2044,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01021,Gujarat,Rajkot,Renewable Energy,76.48,64.74,123,27,2021-08-20,2022-03-28,2022-12-13,2024-08-12,2026-02-07,2028-01-10,272.01,7.73,Partially paid,100.0,4,Partial possession,1468,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01022,Tamil Nadu,Salem,Renewable Energy,16.63,8.41,25,3,2025-07-11,2027-09-26,2026-08-24,2029-05-21,2030-12-05,2032-04-08,67.04,2.56,Pending,100.0,0,Pending,1554,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01023,Madhya Pradesh,Bhopal,Irrigation,18.81,13.24,30,5,2021-10-23,2022-01-20,2025-10-28,2027-08-16,2028-06-21,2029-07-24,37.6,1.45,Partially paid,100.0,2,Partial possession,2272,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01024,Bihar,Gaya,Irrigation,5.01,3.87,8,1,2019-08-16,2021-11-17,2023-12-31,2025-08-10,2026-10-17,2028-08-18,6.21,0.62,Partially paid,90.6,0,Partial possession,2627,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01025,West Bengal,Kolkata,Urban Development,76.09,58.43,144,29,2024-03-13,2025-07-21,2027-06-05,2028-10-29,2029-11-08,2031-05-23,132.98,17.04,Partially paid,83.9,2,Partial possession,1898,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01026,Karnataka,Bengaluru Urban,Irrigation,89.72,63.42,165,37,2024-02-08,2025-03-22,2026-09-11,2025-02-16,2025-08-07,2026-10-10,99.75,6.18,Partially paid,100.0,3,Partial possession,0,12,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01027,Uttar Pradesh,Prayagraj,National Highway,88.58,53.42,169,25,2025-06-14,2026-09-15,2026-11-20,2028-04-02,2028-06-30,2028-11-23,277.46,5.09,Pending,84.8,3,Pending,602,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01028,Bihar,Patna,National Highway,149.02,118.35,259,58,2023-07-20,2023-10-19,2027-01-05,2026-08-23,2027-09-13,2028-10-29,527.62,25.79,Partially paid,89.8,4,Partial possession,1055,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01029,West Bengal,Hooghly,Railway,45.7,25.18,74,6,2023-12-10,2024-11-05,2026-01-08,2030-01-01,2031-08-05,2033-01-07,109.14,1.66,Pending,98.1,4,Pending,2575,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01030,Rajasthan,Kota,Renewable Energy,142.15,117.72,271,43,2018-02-14,2019-12-13,2022-03-24,2019-05-28,2020-11-13,2021-04-29,614.85,22.85,Partially paid,100.0,9,Partial possession,503,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01031,Odisha,Bhubaneswar,Urban Development,24.52,16.76,44,7,2018-06-04,2018-12-22,2019-04-25,2023-12-12,2024-04-10,2025-11-05,85.62,2.36,Partially paid,100.0,0,Partial possession,2091,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01032,Gujarat,Surat,Industrial Corridor,5.12,4.25,12,2,2021-07-28,2023-01-13,2025-12-11,2022-09-24,2023-10-10,2024-04-09,11.29,1.11,Mostly paid,77.6,1,Partial possession,485,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01033,Karnataka,Bengaluru Urban,Renewable Energy,70.86,35.28,130,22,2018-01-05,2018-04-07,2018-05-09,2022-01-19,2023-03-11,2025-02-12,83.49,4.16,Pending,97.4,1,Pending,1978,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01034,Gujarat,Surat,Industrial Corridor,4.93,3.44,13,4,2023-05-05,2025-07-14,2027-06-01,2027-01-11,2027-05-08,2029-07-05,12.95,0.69,Partially paid,84.0,0,Partial possession,1106,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01035,Karnataka,Mysuru,Railway,35.52,32.01,84,14,2018-11-17,2019-01-01,2019-05-30,2020-01-28,2021-01-01,2022-09-14,94.63,1.82,Mostly paid,96.1,2,Substantially complete,259,25,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01036,Tamil Nadu,Coimbatore,Railway,77.89,51.29,118,26,2020-01-26,2022-01-15,2021-09-24,2026-06-05,2027-06-27,2028-02-26,220.99,5.13,Partially paid,100.0,0,Partial possession,1947,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01037,Madhya Pradesh,Bhopal,Irrigation,41.44,34.89,60,15,2017-01-30,2019-06-20,2018-11-25,2018-12-30,2019-12-17,2021-12-03,137.79,4.1,Mostly paid,93.0,0,Partial possession,895,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01038,Karnataka,Mangaluru,Railway,292.44,228.13,496,97,2017-11-13,2018-03-23,2021-06-04,2022-08-24,2022-10-10,2023-12-02,520.02,18.73,Partially paid,69.1,10,Partial possession,1603,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01039,Gujarat,Rajkot,Railway,4.2,1.42,13,3,2021-06-24,2022-01-15,2023-07-07,2022-10-04,2023-02-03,2023-07-11,3.4,1.04,Pending,100.0,0,Pending,0,21,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01040,Tamil Nadu,Salem,Industrial Corridor,27.58,18.06,59,12,2025-06-09,2026-01-17,2029-08-18,2030-02-13,2031-04-25,2033-03-15,105.01,1.88,Pending,88.0,2,Partial possession,1904,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01041,Karnataka,Mysuru,Irrigation,30.49,25.82,67,11,2022-10-04,2025-01-23,2024-05-15,2026-01-02,2026-10-12,2028-04-09,117.3,6.33,Partially paid,96.2,3,Partial possession,1403,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01042,Rajasthan,Jaipur,Railway,7.81,4.49,13,1,2016-12-29,2017-10-27,2018-07-10,2021-12-26,2022-03-23,2022-06-13,32.59,1.46,Partially paid,100.0,0,Pending,1087,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01043,Madhya Pradesh,Ujjain,Renewable Energy,9.45,8.06,14,2,2024-12-31,2026-05-11,2029-03-16,2027-07-11,2028-01-22,2028-05-13,41.44,0.82,Partially paid,100.0,0,Partial possession,230,24,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01044,Karnataka,Mysuru,Railway,12.87,11.2,24,2,2021-01-28,2023-04-10,2023-10-25,2024-08-15,2025-01-28,2025-02-18,17.88,1.75,Partially paid,100.0,0,Partial possession,308,31,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01045,Tamil Nadu,Coimbatore,Irrigation,9.98,7.84,9,1,2024-09-07,2025-03-30,2025-11-18,2025-10-01,2027-03-11,2027-09-18,21.05,0.62,Partially paid,95.8,0,Partial possession,588,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01046,Bihar,Patna,Urban Development,26.9,17.33,47,7,2020-11-16,2021-08-06,2023-10-14,2024-02-24,2024-05-16,2024-12-22,106.26,4.63,Partially paid,89.5,0,Pending,978,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01047,Maharashtra,Aurangabad,Irrigation,16.4,10.39,34,7,2016-04-02,2018-07-22,2020-03-26,2021-02-20,2022-03-13,2023-01-20,69.8,4.06,Partially paid,100.0,1,Pending,1424,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01048,West Bengal,Hooghly,Industrial Corridor,41.18,32.64,72,19,2020-05-17,2021-01-17,2024-01-13,2022-06-21,2023-06-18,2024-02-16,35.16,6.74,Partially paid,92.2,0,Partial possession,365,37,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01049,Maharashtra,Pune,Urban Development,57.36,37.36,106,21,2016-09-22,2018-02-24,2017-12-10,2019-12-28,2020-02-12,2021-11-18,128.14,4.39,Partially paid,99.9,3,Partial possession,1230,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01050,Maharashtra,Thane,Renewable Energy,53.61,45.55,85,21,2022-03-03,2023-05-23,2024-01-07,2023-02-21,2023-05-25,2024-03-04,65.38,7.62,Partially paid,99.0,2,Partial possession,0,7,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01051,Uttar Pradesh,Kanpur Nagar,National Highway,19.88,16.97,30,7,2024-08-17,2026-10-14,2027-06-25,2030-05-13,2031-02-10,2031-05-16,73.9,2.45,Partially paid,92.4,1,Partial possession,1486,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01052,Rajasthan,Kota,Irrigation,39.82,26.37,80,16,2021-09-15,2023-03-31,2022-12-04,2026-08-06,2027-12-30,2029-11-15,141.93,3.28,Partially paid,77.0,4,Partial possession,2100,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01053,Bihar,Bhagalpur,Industrial Corridor,84.36,53.97,150,26,2018-10-31,2020-02-23,2022-08-02,2024-03-29,2024-10-04,2025-04-24,302.93,6.61,Pending,95.4,2,Pending,1187,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01054,Odisha,Cuttack,Renewable Energy,46.79,28.29,80,13,2019-01-18,2021-06-01,2020-03-17,2024-09-13,2025-09-29,2027-09-13,104.99,6.82,Pending,100.0,2,Pending,2463,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01055,Karnataka,Mysuru,Urban Development,192.28,166.16,316,68,2018-01-13,2020-03-07,2019-08-02,2020-06-03,2020-07-02,2021-11-29,442.84,31.85,Partially paid,96.7,11,Partial possession,738,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01056,West Bengal,Kolkata,Renewable Energy,80.01,63.34,163,33,2021-08-28,2023-12-05,2022-03-06,2026-10-05,2026-12-09,2028-11-28,141.53,15.69,Partially paid,88.8,2,Partial possession,1535,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01057,Madhya Pradesh,Ujjain,Irrigation,167.07,125.51,272,56,2017-01-08,2017-11-13,2018-02-05,2020-08-08,2020-12-07,2022-04-22,356.75,21.93,Partially paid,85.9,7,Partial possession,903,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01058,Bihar,Patna,Railway,2.48,1.92,8,2,2020-12-14,2021-09-13,2022-08-29,2027-04-18,2028-08-13,2030-10-08,11.0,0.91,Partially paid,92.0,0,Partial possession,3039,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01059,Gujarat,Rajkot,Irrigation,33.01,23.95,55,10,2016-04-03,2018-03-08,2018-11-08,2016-12-13,2017-07-17,2018-12-01,32.1,5.12,Partially paid,100.0,2,Partial possession,0,10,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01060,Odisha,Puri,National Highway,21.67,17.68,39,8,2016-02-01,2016-07-25,2017-01-24,2016-11-11,2017-07-01,2018-11-05,43.31,2.89,Partially paid,100.0,0,Partial possession,0,7,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-01061,Uttar Pradesh,Agra,Irrigation,26.44,21.06,43,11,2016-05-19,2016-08-23,2019-09-11,2022-01-28,2022-03-24,2024-03-10,98.43,4.37,Partially paid,92.9,0,Partial possession,2170,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
