Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Compensation_Amount_Crore,RR_Amount_Crore,R&R_Progress_Percent,Legal_Disputes_Count,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Land_Acquisition_Ratio,Displacement_Ratio,Total_Compensation_Crore,Sanction_Date_Year,Sanction_Date_Month,3A_Notification_Date_Year,3A_Notification_Date_Month,3D_Notification_Date_Year,3D_Notification_Date_Month,Award_Date_Year,Award_Date_Month,Payment_Date_Year,Payment_Date_Month,Possession_Date_Year,Possession_Date_Month,State_Gujarat,State_Karnataka,State_Madhya Pradesh,State_Maharashtra,State_Odisha,State_Rajasthan,State_Tamil Nadu,State_Uttar Pradesh,State_West Bengal,District_Ahmedabad,District_Ajmer,District_Alwar,District_Aurangabad,District_Bardhaman,District_Bengaluru Urban,District_Bhagalpur,District_Bhopal,District_Bhubaneswar,District_Chennai,District_Coimbatore,District_Cuttack,District_Gaya,District_Gorakhpur,District_Gwalior,District_Hooghly,District_Howrah,District_Indore,District_Jabalpur,District_Jaipur,District_Jodhpur,District_Kanpur Nagar,District_Kolkata,District_Kota,District_Lucknow,District_Madurai,District_Mangaluru,District_Muzaffarpur,District_Mysuru,District_Nagpur,District_Nashik,District_Patna,District_Prayagraj,District_Pune,District_Puri,District_Rajkot,District_Salem,District_Sambalpur,District_Surat,District_Thane,District_Ujjain,District_Vadodara,District_Varanasi,Project_Type_Irrigation,Project_Type_National Highway,Project_Type_Railway,Project_Type_Renewable Energy,Project_Type_Urban Development,Compensation_Status_Partially paid,Compensation_Status_Pending,Possession_Status_Pending,Possession_Status_Substantially complete
21.78,16.05,39,4,89.97,4.51,100.0,1,0,9,0,0.7369146005509641,0.10256410256410256,94.48,2020,10,2022,6,2023,8,2021,6,2021,7,2021,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8.38,5.82,15,3,9.03,1.47,96.2,1,577,55,0,0.6945107398568019,0.2,10.5,2020,12,2022,2,2024,8,2022,1,2022,12,2023,11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
41.89,33.78,72,18,176.46,1.46,100.0,1,1489,51,0,0.8063977082835999,0.25,177.92000000000002,2020,6,2022,5,2022,1,2025,8,2026,3,2027,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18.32,14.22,29,9,16.54,3.14,100.0,0,132,18,0,0.7762008733624455,0.3103448275862069,19.68,2018,2,2018,8,2022,6,2020,3,2020,12,2021,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
18.44,12.45,34,4,53.14,3.08,87.2,1,0,14,0,0.6751626898047721,0.11764705882352941,56.22,2024,7,2025,12,2028,3,2025,9,2025,12,2026,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
33.92,32.17,52,12,96.8,1.67,96.4,1,215,22,0,0.9484080188679246,0.23076923076923078,98.47,2019,11,2021,4,2023,2,2022,2,2023,2,2023,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
16.02,11.9,35,5,50.7,1.8,100.0,1,1378,53,0,0.7428214731585518,0.14285714285714285,52.5,2018,11,2019,3,2019,3,2023,8,2024,9,2025,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32.97,29.74,73,17,29.99,2.32,96.0,1,1604,51,0,0.9020321504397938,0.2328767123287671,32.309999999999995,2020,2,2021,3,2021,4,2024,5,2025,11,2027,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
16.55,11.31,25,6,45.73,2.32,97.6,1,1170,55,0,0.6833836858006043,0.24,48.05,2023,4,2023,6,2027,1,2027,2,2027,7,2028,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17.49,5.77,29,2,21.34,0.59,100.0,0,895,69,1,0.32990280160091484,0.06896551724137931,21.93,2024,3,2025,7,2025,12,2026,3,2027,8,2029,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
80.88,63.2,138,24,111.38,9.17,84.7,2,48,14,0,0.7814045499505441,0.17391304347826086,120.55,2024,4,2025,9,2024,8,2026,3,2026,9,2027,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
89.54,46.73,152,25,142.98,18.24,95.9,5,0,19,0,0.5218896582532946,0.16447368421052633,161.22,2023,1,2023,12,2025,3,2024,10,2024,11,2026,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
5.43,4.94,14,4,16.66,1.47,100.0,0,1842,47,0,0.9097605893186005,0.2857142857142857,18.13,2018,10,2019,2,2021,5,2023,1,2024,6,2025,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
63.25,41.95,106,18,141.89,8.34,96.5,9,1796,58,0,0.6632411067193676,0.16981132075471697,150.23,2017,1,2017,12,2019,11,2020,3,2021,10,2023,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
121.34,110.1,204,27,135.38,18.24,93.2,3,1901,49,0,0.9073677270479643,0.1323529411764706,153.62,2017,7,2018,7,2018,8,2023,5,2024,1,2024,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
142.22,135.34,243,42,265.86,19.53,97.9,6,1905,49,0,0.9516242441288145,0.1728395061728395,285.39,2021,5,2022,3,2022,1,2026,11,2027,3,2028,10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
50.42,32.69,89,14,54.63,9.0,99.5,3,317,41,0,0.6483538278460927,0.15730337078651685,63.63,2025,1,2027,2,2026,5,2025,12,2026,11,2027,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
10.41,7.18,13,2,33.91,1.41,87.2,0,564,56,0,0.6897214217098943,0.15384615384615385,35.31999999999999,2020,4,2020,9,2021,5,2021,5,2022,4,2023,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
56.26,37.24,110,16,161.05,10.63,100.0,4,1857,58,0,0.6619267685744757,0.14545454545454545,171.68,2017,8,2019,8,2018,4,2022,10,2023,2,2024,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
12.56,11.84,21,4,28.99,0.8,100.0,0,1060,46,0,0.9426751592356687,0.19047619047619047,29.79,2020,6,2022,1,2023,8,2023,4,2023,12,2026,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21.26,9.75,44,9,89.98,2.52,90.7,0,1303,65,1,0.4586077140169332,0.20454545454545456,92.5,2016,12,2017,10,2021,2,2020,3,2021,2,2023,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
43.95,27.02,93,17,119.51,9.15,68.5,5,705,62,1,0.6147895335608645,0.1827956989247312,128.66,2017,11,2019,5,2020,1,2021,2,2022,3,2022,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
13.4,9.2,23,5,54.72,2.35,89.5,0,2779,58,0,0.6865671641791045,0.21739130434782608,57.07,2021,4,2021,9,2021,12,2027,5,2028,12,2030,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9.52,4.88,15,1,28.01,1.24,77.6,0,2219,64,1,0.5126050420168068,0.06666666666666667,29.25,2024,12,2026,2,2028,4,2030,9,2031,10,2033,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
47.74,44.09,66,16,104.75,6.03,100.0,1,534,48,0,0.9235441977377462,0.24242424242424243,110.78,2023,12,2024,10,2028,3,2026,4,2026,9,2027,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
193.88,92.66,351,78,541.76,13.14,100.0,7,102,28,0,0.47792448937487103,0.2222222222222222,554.9,2025,7,2025,10,2026,1,2027,1,2027,11,2028,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
103.88,87.95,177,39,141.47,10.14,94.0,1,2031,51,0,0.8466499807470158,0.22033898305084745,151.61,2017,10,2019,11,2021,7,2022,7,2023,6,2025,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
60.78,28.1,119,20,200.37,8.74,88.1,1,49,25,0,0.462323132609411,0.16806722689075632,209.11,2019,7,2021,12,2022,11,2020,10,2021,8,2021,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
79.77,53.18,146,24,353.69,17.28,100.0,0,1753,56,0,0.6666666666666667,0.1643835616438356,370.97,2020,3,2022,6,2024,3,2025,1,2025,5,2027,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
56.7,52.65,107,20,97.27,10.69,100.0,4,1304,49,0,0.9285714285714285,0.18691588785046728,107.96,2021,9,2022,6,2022,1,2025,7,2026,5,2026,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46.99,42.1,78,12,93.78,3.06,98.8,3,1496,49,0,0.8959353053841242,0.15384615384615385,96.84,2024,5,2025,1,2027,6,2028,7,2029,11,2030,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
73.6,44.71,126,24,169.47,6.96,100.0,1,2462,58,0,0.6074728260869566,0.19047619047619047,176.43,2022,11,2024,8,2025,10,2028,9,2030,3,2031,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
7.63,6.88,10,1,19.75,0.42,100.0,0,0,2,0,0.9017038007863696,0.1,20.17,2023,7,2024,8,2027,4,2024,5,2024,7,2024,9,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36.58,33.45,62,14,126.59,2.18,89.9,0,410,38,0,0.9144341170038274,0.22580645161290322,128.77,2020,8,2021,9,2023,12,2022,9,2023,7,2024,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
27.63,16.21,33,7,36.08,1.06,94.4,0,1376,61,1,0.586681143684401,0.21212121212121213,37.14,2025,2,2027,3,2026,8,2029,9,2030,1,2030,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
32.42,26.78,75,11,62.22,8.74,89.9,1,664,54,0,0.8260333127698951,0.14666666666666667,70.96,2020,7,2022,12,2021,9,2023,8,2023,11,2024,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
18.89,9.71,38,6,52.76,4.21,96.0,0,1307,61,1,0.5140285865537322,0.15789473684210525,56.97,2017,5,2019,11,2018,9,2019,8,2020,5,2022,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
50.43,38.99,83,19,150.35,5.67,100.0,2,823,54,0,0.7731509022407298,0.2289156626506024,156.01999999999998,2018,12,2020,12,2022,12,2020,4,2021,12,2022,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
13.22,11.1,22,3,36.82,1.65,94.4,1,1373,51,0,0.8396369137670197,0.13636363636363635,38.47,2024,11,2025,11,2028,8,2029,11,2030,3,2031,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
17.57,12.51,25,5,42.37,2.6,100.0,0,1321,56,0,0.7120091064314171,0.2,44.97,2022,12,2025,4,2025,12,2026,5,2027,8,2028,8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
15.58,12.35,42,8,53.48,3.57,100.0,0,1873,52,0,0.7926829268292682,0.19047619047619047,57.05,2022,5,2023,9,2025,9,2027,7,2028,10,2029,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
71.09,48.89,115,19,110.66,10.73,100.0,0,1165,56,0,0.6877197918131945,0.16521739130434782,121.39,2020,6,2022,10,2023,5,2025,2,2026,2,2026,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
29.61,12.41,53,8,54.66,5.25,100.0,2,1693,65,1,0.4191151637960149,0.1509433962264151,59.91,2018,10,2020,7,2019,6,2024,6,2025,4,2026,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
18.9,7.41,38,7,46.2,2.6,97.9,2,702,65,1,0.3920634920634921,0.18421052631578946,48.800000000000004,2023,1,2023,5,2025,7,2023,10,2024,5,2026,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
20.63,16.87,31,4,69.59,3.64,100.0,1,0,7,0,0.8177411536597189,0.12903225806451613,73.23,2019,2,2020,2,2022,11,2019,12,2020,1,2020,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
30.08,19.58,55,8,33.23,4.56,100.0,1,1534,58,0,0.6509308510638298,0.14545454545454545,37.79,2016,7,2016,11,2018,10,2021,2,2021,6,2022,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
151.74,51.92,272,47,186.33,22.67,83.8,5,2202,71,1,0.3421642282852247,0.17279411764705882,209.0,2017,9,2018,6,2021,6,2023,10,2025,2,2026,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
8.7,6.6,11,1,32.15,0.38,100.0,0,585,53,0,0.7586206896551725,0.09090909090909091,32.53,2020,12,2023,1,2021,9,2023,8,2023,11,2024,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
58.88,58.47,125,30,103.95,14.85,100.0,1,1561,46,0,0.9930366847826086,0.24,118.8,2019,3,2019,9,2019,7,2023,7,2024,5,2025,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
48.03,34.55,89,17,209.65,2.41,100.0,4,649,57,0,0.7193420778679991,0.19101123595505617,212.06,2016,6,2017,6,2017,6,2019,3,2020,1,2020,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
12.39,10.5,21,5,53.99,2.49,100.0,0,253,27,0,0.847457627118644,0.23809523809523808,56.480000000000004,2021,3,2021,9,2022,4,2023,1,2024,7,2025,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
129.91,111.39,232,41,433.64,25.77,100.0,5,842,50,0,0.8574397659918406,0.17672413793103448,459.40999999999997,2017,3,2018,6,2018,2,2019,2,2020,3,2021,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51.38,47.11,88,19,177.39,9.3,100.0,2,2324,48,0,0.9168937329700272,0.2159090909090909,186.69,2024,9,2026,1,2027,11,2030,5,2031,10,2032,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
18.03,10.73,17,3,57.85,1.49,90.0,3,287,39,0,0.5951192457016085,0.17647058823529413,59.34,2016,1,2018,2,2018,11,2017,3,2017,8,2018,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
4.67,3.53,7,0,6.8,0.57,99.6,0,1807,54,0,0.7558886509635974,0.0,7.37,2018,1,2020,7,2019,9,2022,12,2023,2,2025,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
37.68,26.29,74,12,99.92,8.85,79.8,3,1389,60,0,0.6977176220806793,0.16216216216216217,108.77,2019,8,2019,12,2023,5,2025,1,2025,4,2026,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28.65,11.09,58,11,106.98,6.81,96.8,1,0,21,0,0.38708551483420595,0.1896551724137931,113.79,2020,11,2022,12,2023,10,2021,10,2022,7,2023,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
10.69,9.46,15,4,39.19,1.52,100.0,0,975,48,0,0.8849391955098224,0.26666666666666666,40.71,2019,3,2019,12,2020,1,2021,10,2022,8,2024,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10.55,7.55,18,1,43.52,0.52,100.0,2,970,55,0,0.7156398104265402,0.05555555555555555,44.040000000000006,2022,6,2024,9,2026,3,2024,2,2025,2,2026,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
71.42,30.47,130,24,295.18,7.44,87.8,5,1012,70,1,0.4266311957434892,0.18461538461538463,302.62,2018,9,2020,1,2019,8,2023,7,2023,8,2024,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
4.24,3.13,16,4,7.49,1.71,100.0,1,903,55,0,0.7382075471698113,0.25,9.2,2022,10,2024,2,2023,2,2025,6,2026,6,2028,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
41.03,27.38,74,20,142.39,6.68,100.0,5,1078,59,0,0.6673165976115037,0.2702702702702703,149.07,2022,7,2023,2,2023,5,2026,3,2027,11,2028,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
24.84,18.11,41,9,79.74,1.32,79.9,0,1453,57,0,0.7290660225442834,0.21951219512195122,81.05999999999999,2022,3,2023,4,2023,8,2025,5,2026,10,2028,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
