Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-01029,West Bengal,Hooghly,Railway,45.7,25.18,74,6,2023-12-10,2024-11-05,2026-01-08,2030-01-01,2031-08-05,2033-01-07,109.14,1.66,Pending,98.1,4,Pending,2575,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01031,Odisha,Bhubaneswar,Urban Development,24.52,16.76,44,7,2018-06-04,2018-12-22,2019-04-25,2023-12-12,2024-04-10,2025-11-05,85.62,2.36,Partially paid,100.0,0,Partial possession,2091,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01033,Karnataka,Bengaluru Urban,Renewable Energy,70.86,35.28,130,22,2018-01-05,2018-04-07,2018-05-09,2022-01-19,2023-03-11,2025-02-12,83.49,4.16,Pending,97.4,1,Pending,1978,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01035,Karnataka,Mysuru,Railway,35.52,32.01,84,14,2018-11-17,2019-01-01,2019-05-30,2020-01-28,2021-01-01,2022-09-14,94.63,1.82,Mostly paid,96.1,2,Substantially complete,259,25,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01038,Karnataka,Mangaluru,Railway,292.44,228.13,496,97,2017-11-13,2018-03-23,2021-06-04,2022-08-24,2022-10-10,2023-12-02,520.02,18.73,Partially paid,69.1,10,Partial possession,1603,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01040,Tamil Nadu,Salem,Industrial Corridor,27.58,18.06,59,12,2025-06-09,2026-01-17,2029-08-18,2030-02-13,2031-04-25,2033-03-15,105.01,1.88,Pending,88.0,2,Partial possession,1904,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01042,Rajasthan,Jaipur,Railway,7.81,4.49,13,1,2016-12-29,2017-10-27,2018-07-10,2021-12-26,2022-03-23,2022-06-13,32.59,1.46,Partially paid,100.0,0,Pending,1087,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01044,Karnataka,Mysuru,Railway,12.87,11.2,24,2,2021-01-28,2023-04-10,2023-10-25,2024-08-15,2025-01-28,2025-02-18,17.88,1.75,Partially paid,100.0,0,Partial possession,308,31,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01046,Bihar,Patna,Urban Development,26.9,17.33,47,7,2020-11-16,2021-08-06,2023-10-14,2024-02-24,2024-05-16,2024-12-22,106.26,4.63,Partially paid,89.5,0,Pending,978,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01047,Maharashtra,Aurangabad,Irrigation,16.4,10.39,34,7,2016-04-02,2018-07-22,2020-03-26,2021-02-20,2022-03-13,2023-01-20,69.8,4.06,Partially paid,100.0,1,Pending,1424,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01051,Uttar Pradesh,Kanpur Nagar,National Highway,19.88,16.97,30,7,2024-08-17,2026-10-14,2027-06-25,2030-05-13,2031-02-10,2031-05-16,73.9,2.45,Partially paid,92.4,1,Partial possession,1486,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01053,Bihar,Bhagalpur,Industrial Corridor,84.36,53.97,150,26,2018-10-31,2020-02-23,2022-08-02,2024-03-29,2024-10-04,2025-04-24,302.93,6.61,Pending,95.4,2,Pending,1187,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01057,Madhya Pradesh,Ujjain,Irrigation,167.07,125.51,272,56,2017-01-08,2017-11-13,2018-02-05,2020-08-08,2020-12-07,2022-04-22,356.75,21.93,Partially paid,85.9,7,Partial possession,903,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01058,Bihar,Patna,Railway,2.48,1.92,8,2,2020-12-14,2021-09-13,2022-08-29,2027-04-18,2028-08-13,2030-10-08,11.0,0.91,Partially paid,92.0,0,Partial possession,3039,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01061,Uttar Pradesh,Agra,Irrigation,26.44,21.06,43,11,2016-05-19,2016-08-23,2019-09-11,2022-01-28,2022-03-24,2024-03-10,98.43,4.37,Partially paid,92.9,0,Partial possession,2170,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01066,Gujarat,Ahmedabad,Railway,13.85,11.96,28,7,2025-01-05,2026-05-21,2027-04-25,2031-08-01,2033-01-06,2034-08-19,52.85,3.03,Partially paid,100.0,2,Partial possession,2368,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01068,West Bengal,Kolkata,Irrigation,46.46,38.95,82,11,2023-09-02,2024-08-17,2026-07-17,2026-09-15,2027-03-25,2027-11-17,106.44,6.46,Partially paid,100.0,1,Partial possession,825,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01069,Uttar Pradesh,Lucknow,Railway,32.42,21.69,62,7,2019-05-27,2020-09-02,2021-01-24,2024-11-02,2025-01-20,2026-02-20,59.6,4.56,Pending,100.0,3,Partial possession,1823,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01073,Madhya Pradesh,Indore,Industrial Corridor,72.88,57.15,131,23,2016-02-27,2016-09-30,2019-09-26,2019-11-01,2020-11-29,2022-05-05,107.81,5.77,Partially paid,100.0,3,Partial possession,1648,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01075,Bihar,Bhagalpur,Renewable Energy,45.86,34.79,87,16,2019-07-22,2021-10-13,2023-05-26,2024-11-11,2025-09-19,2026-02-01,55.02,6.03,Partially paid,100.0,0,Partial possession,1513,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01076,Odisha,Bhubaneswar,Renewable Energy,90.74,61.3,160,35,2021-12-27,2023-05-09,2025-06-30,2025-11-20,2027-07-08,2028-02-24,320.59,11.6,Partially paid,100.0,7,Partial possession,1488,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01081,Rajasthan,Ajmer,Industrial Corridor,92.04,71.76,161,24,2017-01-07,2018-08-15,2019-06-04,2020-05-05,2021-08-17,2023-07-08,108.5,7.09,Partially paid,100.0,2,Partial possession,1317,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01082,Odisha,Cuttack,Irrigation,43.37,28.77,82,20,2024-07-31,2025-11-26,2027-09-18,2029-04-13,2030-03-29,2031-06-27,129.75,6.58,Pending,71.3,2,Partial possession,1978,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01088,Uttar Pradesh,Gorakhpur,National Highway,101.7,73.62,177,25,2023-01-14,2023-03-22,2025-12-09,2028-09-24,2028-11-27,2029-08-15,407.72,11.94,Pending,100.0,4,Partial possession,1870,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01090,Maharashtra,Nagpur,Urban Development,25.42,18.15,41,4,2017-08-06,2018-12-30,2019-01-25,2021-10-10,2021-12-20,2023-01-10,113.11,3.39,Partially paid,100.0,0,Partial possession,1326,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01092,Bihar,Patna,National Highway,49.97,40.24,77,8,2024-01-22,2024-06-10,2026-01-14,2026-07-31,2028-02-03,2029-09-29,58.78,2.86,Partially paid,100.0,1,Partial possession,1545,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01093,Uttar Pradesh,Agra,Renewable Energy,113.34,68.71,211,36,2018-09-25,2019-12-08,2022-01-10,2022-07-26,2023-08-15,2023-09-22,113.9,6.01,Pending,93.7,7,Pending,942,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01095,Bihar,Bhagalpur,National Highway,42.62,37.25,75,17,2025-05-12,2026-12-28,2027-05-24,2027-06-28,2027-12-19,2028-11-05,175.55,1.74,Partially paid,97.1,0,Partial possession,91,14,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01096,Rajasthan,Ajmer,Railway,12.53,8.78,21,4,2025-02-25,2026-04-27,2026-07-01,2026-07-19,2027-10-01,2029-06-19,17.72,2.19,Partially paid,94.6,0,Partial possession,454,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01097,Madhya Pradesh,Jabalpur,Industrial Corridor,17.44,16.77,40,9,2025-08-02,2026-01-05,2027-06-06,2028-12-09,2029-04-08,2030-04-29,74.68,3.71,Partially paid,100.0,0,Substantially complete,553,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01099,Odisha,Cuttack,National Highway,88.39,70.1,148,24,2016-08-20,2016-10-30,2016-12-30,2022-02-16,2023-07-27,2025-05-06,111.27,16.53,Mostly paid,93.9,1,Partial possession,2387,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01100,West Bengal,Bardhaman,Railway,18.98,12.87,32,8,2017-07-13,2017-09-21,2020-12-23,2022-04-10,2023-01-24,2023-09-10,26.91,1.07,Partially paid,100.0,2,Partial possession,1058,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01101,West Bengal,Kolkata,Urban Development,20.64,15.68,35,4,2019-05-16,2020-12-27,2022-03-01,2022-09-16,2023-07-16,2024-04-17,21.55,2.01,Partially paid,100.0,0,Partial possession,704,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01104,Tamil Nadu,Salem,Irrigation,15.88,14.86,32,2,2020-03-04,2022-07-25,2023-07-01,2024-02-21,2025-08-15,2025-12-30,25.56,1.75,Partially paid,82.8,0,Substantially complete,1603,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01105,Rajasthan,Jodhpur,Railway,65.15,39.32,103,16,2018-07-09,2019-09-10,2019-12-03,2020-05-18,2021-11-16,2024-01-03,187.51,3.11,Pending,100.0,0,Pending,952,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01106,Maharashtra,Nashik,Industrial Corridor,28.33,18.94,57,11,2023-12-18,2024-07-16,2025-01-19,2029-06-30,2029-09-11,2030-08-11,98.25,5.64,Pending,97.5,2,Partial possession,1495,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01109,West Bengal,Kolkata,Urban Development,14.2,11.84,23,5,2016-03-21,2018-05-03,2018-05-19,2022-06-13,2023-03-30,2024-03-05,41.29,2.14,Mostly paid,95.4,1,Partial possession,1865,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01112,Odisha,Sambalpur,Irrigation,37.72,25.33,83,16,2017-06-24,2018-10-30,2019-10-03,2022-11-27,2023-08-03,2024-08-20,58.61,4.3,Partially paid,100.0,1,Partial possession,1806,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01114,Karnataka,Mysuru,Industrial Corridor,21.43,7.22,42,5,2023-09-13,2024-11-23,2027-03-24,2028-06-25,2029-02-15,2031-01-16,23.05,1.33,Pending,88.5,1,Pending,1631,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01115,West Bengal,Hooghly,Irrigation,92.28,67.1,153,25,2019-06-28,2020-08-31,2022-01-22,2023-05-05,2024-01-04,2025-10-27,138.59,10.47,Pending,100.0,7,Partial possession,1674,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01116,Rajasthan,Jaipur,National Highway,106.21,78.32,191,39,2023-08-17,2024-02-08,2024-10-24,2025-01-14,2025-09-07,2027-10-17,246.58,13.2,Partially paid,86.8,4,Partial possession,441,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01117,Odisha,Cuttack,Industrial Corridor,11.12,4.88,16,3,2023-04-07,2024-02-28,2025-07-16,2027-08-08,2027-10-15,2027-12-28,23.76,1.05,Pending,86.3,2,Pending,842,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01119,Odisha,Bhubaneswar,Irrigation,13.99,9.63,19,4,2024-08-23,2024-10-07,2028-02-28,2030-07-24,2031-02-21,2032-10-11,15.94,0.57,Partially paid,100.0,2,Partial possession,1848,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01120,Bihar,Bhagalpur,Industrial Corridor,20.6,11.48,40,9,2017-09-13,2018-01-05,2019-01-15,2020-07-25,2020-12-14,2022-08-27,52.85,3.48,Pending,91.8,0,Pending,1277,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01122,Gujarat,Vadodara,Renewable Energy,33.41,28.79,72,12,2024-05-27,2025-10-20,2027-02-03,2027-02-19,2027-10-18,2028-04-05,111.2,3.17,Partially paid,100.0,1,Partial possession,732,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01125,Uttar Pradesh,Prayagraj,National Highway,26.41,21.65,46,10,2019-08-13,2019-12-27,2022-06-18,2022-10-27,2022-11-26,2024-02-04,59.59,1.98,Mostly paid,89.4,0,Partial possession,701,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01126,Odisha,Cuttack,National Highway,78.83,52.66,129,26,2024-03-12,2024-11-15,2027-07-10,2030-06-23,2031-02-07,2032-01-10,115.78,15.46,Partially paid,100.0,2,Partial possession,2355,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01127,Maharashtra,Pune,Urban Development,13.43,11.06,22,5,2021-09-22,2022-09-23,2024-06-20,2027-12-11,2028-04-15,2028-08-16,36.03,2.4,Partially paid,100.0,0,Partial possession,1330,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01128,Rajasthan,Jaipur,Renewable Energy,27.74,22.4,48,5,2022-09-06,2023-10-11,2026-09-29,2026-10-28,2027-04-17,2028-08-06,82.15,4.31,Pending,100.0,0,Partial possession,1044,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01132,Madhya Pradesh,Gwalior,Irrigation,6.6,4.39,9,0,2024-04-13,2025-12-13,2026-01-29,2029-05-08,2030-05-17,2031-10-23,14.76,0.48,Partially paid,89.6,0,Partial possession,2227,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01133,Gujarat,Rajkot,Railway,40.89,31.92,89,17,2025-09-19,2027-09-17,2027-11-28,2029-09-20,2030-10-15,2032-04-29,122.12,2.38,Partially paid,96.0,2,Partial possession,1754,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01135,Gujarat,Surat,Renewable Energy,24.23,18.84,35,8,2016-02-28,2016-04-27,2020-04-03,2022-07-26,2023-02-23,2024-06-05,21.33,3.7,Partially paid,83.3,1,Partial possession,2255,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01136,West Bengal,Bardhaman,Irrigation,97.41,77.97,178,32,2021-11-27,2022-06-29,2025-10-06,2026-04-13,2027-11-18,2029-09-06,146.16,17.97,Partially paid,81.3,3,Partial possession,2258,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01137,Maharashtra,Aurangabad,Irrigation,54.42,50.44,103,16,2017-04-23,2018-03-07,2018-10-15,2022-09-16,2023-11-02,2025-11-19,213.83,10.88,Mostly paid,96.1,5,Substantially complete,2465,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01146,Madhya Pradesh,Gwalior,Industrial Corridor,16.02,11.9,35,5,2018-11-21,2019-03-07,2019-03-31,2023-08-31,2024-09-29,2025-08-24,50.7,1.8,Partially paid,100.0,1,Partial possession,1378,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01147,Maharashtra,Thane,Irrigation,32.97,29.74,73,17,2020-02-18,2021-03-03,2021-04-14,2024-05-25,2025-11-30,2027-03-26,29.99,2.32,Partially paid,96.0,1,Substantially complete,1604,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01148,Maharashtra,Thane,Industrial Corridor,16.55,11.31,25,6,2023-04-02,2023-06-30,2027-01-04,2027-02-04,2027-07-09,2028-04-11,45.73,2.32,Partially paid,97.6,1,Partial possession,1170,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01149,Uttar Pradesh,Lucknow,Urban Development,17.49,5.77,29,2,2024-03-06,2025-07-03,2025-12-31,2026-03-13,2027-08-19,2029-10-22,21.34,0.59,Pending,100.0,0,Pending,895,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01152,Tamil Nadu,Chennai,Renewable Energy,5.43,4.94,14,4,2018-10-23,2019-02-20,2021-05-30,2023-01-20,2024-06-20,2025-03-28,16.66,1.47,Mostly paid,100.0,0,Substantially complete,1842,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01153,Maharashtra,Pune,Urban Development,63.25,41.95,106,18,2017-01-12,2017-12-05,2019-11-04,2020-03-01,2021-10-02,2023-10-06,141.89,8.34,Partially paid,96.5,9,Partial possession,1796,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01154,Rajasthan,Jodhpur,Renewable Energy,121.34,110.1,204,27,2017-07-25,2018-07-14,2018-08-13,2023-05-23,2024-01-19,2024-09-01,135.38,18.24,Mostly paid,93.2,3,Substantially complete,1901,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01157,Madhya Pradesh,Bhopal,Renewable Energy,10.41,7.18,13,2,2020-04-13,2020-09-07,2021-05-18,2021-05-29,2022-04-16,2023-06-29,33.91,1.41,Partially paid,87.2,0,Partial possession,564,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01161,Karnataka,Bengaluru Urban,Industrial Corridor,43.95,27.02,93,17,2017-11-15,2019-05-15,2020-01-25,2021-02-22,2022-03-22,2022-12-05,119.51,9.15,Partially paid,68.5,5,Pending,705,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01162,Maharashtra,Pune,Industrial Corridor,13.4,9.2,23,5,2021-04-30,2021-09-07,2021-12-26,2027-05-08,2028-12-25,2030-12-21,54.72,2.35,Pending,89.5,0,Partial possession,2779,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01163,Gujarat,Ahmedabad,Irrigation,9.52,4.88,15,1,2024-12-12,2026-02-02,2028-04-06,2030-09-22,2031-10-26,2033-08-03,28.01,1.24,Pending,77.6,0,Pending,2219,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01165,Madhya Pradesh,Gwalior,Industrial Corridor,193.88,92.66,351,78,2025-07-22,2025-10-12,2026-01-21,2027-01-22,2027-11-25,2028-11-01,541.76,13.14,Pending,100.0,7,Pending,102,28,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01166,Tamil Nadu,Madurai,Urban Development,103.88,87.95,177,39,2017-10-20,2019-11-18,2021-07-17,2022-07-23,2023-06-07,2025-06-05,141.47,10.14,Partially paid,94.0,1,Partial possession,2031,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01168,Odisha,Sambalpur,Renewable Energy,79.77,53.18,146,24,2020-03-05,2022-06-10,2024-03-22,2025-01-04,2025-05-03,2027-06-18,353.69,17.28,Partially paid,100.0,0,Partial possession,1753,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01170,Tamil Nadu,Madurai,National Highway,46.99,42.1,78,12,2024-05-12,2025-01-10,2027-06-15,2028-07-09,2029-11-12,2030-05-10,93.78,3.06,Mostly paid,98.8,3,Partial possession,1496,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01171,Odisha,Bhubaneswar,National Highway,73.6,44.71,126,24,2022-11-13,2024-08-19,2025-10-14,2028-09-27,2030-03-16,2031-12-21,169.47,6.96,Partially paid,100.0,1,Pending,2462,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01178,Odisha,Cuttack,Urban Development,13.22,11.1,22,3,2024-11-30,2025-11-21,2028-08-30,2029-11-01,2030-03-14,2031-11-30,36.82,1.65,Partially paid,94.4,1,Partial possession,1373,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01179,Maharashtra,Aurangabad,Urban Development,17.57,12.51,25,5,2022-12-13,2025-04-26,2025-12-19,2026-05-13,2027-08-15,2028-08-01,42.37,2.6,Partially paid,100.0,0,Partial possession,1321,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01180,Karnataka,Bengaluru Urban,Railway,15.58,12.35,42,8,2022-05-09,2023-09-26,2025-09-26,2027-07-20,2028-10-05,2029-03-23,53.48,3.57,Partially paid,100.0,0,Partial possession,1873,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01181,West Bengal,Bardhaman,Railway,71.09,48.89,115,19,2020-06-24,2022-10-24,2023-05-30,2025-02-02,2026-02-02,2026-04-16,110.66,10.73,Partially paid,100.0,0,Partial possession,1165,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01185,Madhya Pradesh,Ujjain,Urban Development,30.08,19.58,55,8,2016-07-28,2016-11-07,2018-10-04,2021-02-19,2021-06-03,2022-04-08,33.23,4.56,Partially paid,100.0,1,Partial possession,1534,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01186,Tamil Nadu,Chennai,National Highway,151.74,51.92,272,47,2017-09-15,2018-06-27,2021-06-12,2023-10-18,2025-02-14,2026-01-16,186.33,22.67,Pending,83.8,5,Pending,2202,71,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01190,Gujarat,Rajkot,National Highway,12.39,10.5,21,5,2021-03-03,2021-09-05,2022-04-08,2023-01-07,2024-07-10,2025-01-16,53.99,2.49,Partially paid,100.0,0,Partial possession,253,27,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01192,Maharashtra,Aurangabad,National Highway,51.38,47.11,88,19,2024-09-25,2026-01-25,2027-11-24,2030-05-27,2031-10-22,2032-10-19,177.39,9.3,Mostly paid,100.0,2,Substantially complete,2324,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01195,Madhya Pradesh,Jabalpur,Industrial Corridor,37.68,26.29,74,12,2019-08-20,2019-12-26,2023-05-07,2025-01-14,2025-04-08,2026-05-09,99.92,8.85,Partially paid,79.8,3,Partial possession,1389,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01197,Bihar,Patna,Renewable Energy,10.69,9.46,15,4,2019-03-23,2019-12-21,2020-01-31,2021-10-20,2022-08-23,2024-01-11,39.19,1.52,Mostly paid,100.0,0,Partial possession,975,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01201,Karnataka,Mangaluru,Urban Development,41.03,27.38,74,20,2022-07-17,2023-02-25,2023-05-22,2026-03-25,2027-11-07,2028-04-27,142.39,6.68,Partially paid,100.0,5,Partial possession,1078,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01202,Bihar,Gaya,Urban Development,24.84,18.11,41,9,2022-03-18,2023-04-26,2023-08-25,2025-05-03,2026-10-24,2028-01-13,79.74,1.32,Partially paid,79.9,0,Partial possession,1453,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01203,Tamil Nadu,Chennai,National Highway,49.26,37.21,96,15,2021-11-27,2023-10-19,2024-11-30,2026-01-01,2027-06-05,2028-05-09,200.86,5.26,Partially paid,92.7,0,Partial possession,1665,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01204,West Bengal,Howrah,Irrigation,22.32,13.02,45,9,2022-09-23,2023-10-24,2025-09-07,2029-02-25,2030-03-28,2030-08-05,33.01,0.99,Partially paid,94.8,1,Pending,2089,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01210,Bihar,Gaya,National Highway,43.83,22.59,78,10,2020-01-22,2020-06-12,2021-01-30,2023-12-13,2024-01-25,2025-07-14,144.65,3.74,Pending,100.0,3,Pending,950,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01211,Odisha,Cuttack,Renewable Energy,11.85,10.84,20,5,2022-04-29,2024-05-20,2025-03-11,2028-10-13,2030-03-07,2031-10-14,35.38,0.97,Mostly paid,100.0,0,Substantially complete,2619,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01212,Maharashtra,Thane,Urban Development,16.6,11.13,20,2,2024-09-24,2024-11-16,2025-02-23,2027-05-06,2028-04-10,2029-01-15,28.71,1.37,Partially paid,100.0,0,Partial possession,1045,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01213,Karnataka,Mysuru,Railway,16.89,14.14,32,3,2025-08-22,2026-06-30,2028-02-19,2029-06-28,2030-01-15,2031-03-03,54.66,2.9,Partially paid,100.0,0,Partial possession,1080,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01215,West Bengal,Howrah,Renewable Energy,116.58,74.4,213,22,2023-07-18,2024-08-13,2027-10-02,2029-07-20,2030-12-30,2031-03-17,163.7,7.73,Partially paid,78.7,8,Pending,1737,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01216,Tamil Nadu,Salem,Renewable Energy,21.03,19.06,45,9,2021-01-23,2022-03-29,2022-09-03,2025-03-26,2026-05-24,2028-04-24,93.38,2.44,Partially paid,96.6,1,Substantially complete,1915,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01218,Tamil Nadu,Chennai,Urban Development,51.5,31.79,83,11,2025-11-06,2026-08-28,2026-12-17,2029-03-01,2030-10-07,2032-03-15,227.6,7.68,Pending,100.0,1,Pending,1299,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01219,Gujarat,Surat,Industrial Corridor,115.2,109.34,193,40,2017-04-05,2017-06-27,2018-09-03,2019-09-10,2019-12-21,2020-08-13,362.34,20.97,Mostly paid,100.0,5,Substantially complete,343,32,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01223,Uttar Pradesh,Prayagraj,National Highway,84.26,30.39,145,23,2021-10-25,2023-11-07,2023-11-29,2027-12-17,2028-08-17,2029-07-31,171.78,4.66,Pending,88.5,5,Pending,2199,71,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01226,Madhya Pradesh,Jabalpur,National Highway,26.83,19.49,65,11,2019-04-10,2020-08-25,2023-08-01,2024-03-13,2024-05-12,2025-03-23,117.52,4.17,Partially paid,93.0,1,Partial possession,1347,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01228,Tamil Nadu,Madurai,Railway,38.65,17.43,65,12,2024-06-24,2025-03-23,2025-10-26,2027-08-17,2028-07-02,2030-02-06,165.49,5.74,Pending,69.8,1,Pending,1483,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01231,Madhya Pradesh,Indore,Irrigation,10.07,7.46,15,4,2017-10-15,2018-05-10,2018-12-26,2023-12-16,2025-08-01,2027-01-19,15.13,1.09,Partially paid,97.5,0,Partial possession,2282,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01232,Uttar Pradesh,Agra,Renewable Energy,66.31,51.74,122,21,2018-06-22,2019-11-08,2021-01-24,2023-10-26,2024-07-17,2025-08-02,179.73,10.91,Partially paid,100.0,4,Partial possession,1716,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
